variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_pos0_attention_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos8_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions
"duplicate_0,8",0 8,0,10.833511352539062,50691.390625,0.03488500416278839,0.03558383509516716,1,0.031260646879673004,0.03168458119034767,0.003624357283115387,0.0346642 0.0349349 0.0347419 0.035199,0.0313163 0.0314166 0.0310511 0.0312585,0.03488500416278839,0.03558383509516716,0.0346642 0.0349349 0.0347419 0.035199,0.02187485061585903,0.022213676944375038,0.0217253 0.0219028 0.0218488 0.0220225,0.05675985477864742,0.03488500416278839,0.03558383509516716
"duplicate_0,8",0 8,1000,6.068909168243408,432.2089538574219,0.037318967282772064,0.06144256889820099,1,0.023290876299142838,0.03213568776845932,0.014028090983629227,0.0467186 0.0234126 0.0430456 0.0360991,0.0289414 0.0126085 0.0213934 0.0302202,0.037318967282772064,0.06144256889820099,0.0467186 0.0234126 0.0430456 0.0360991,0.017629247158765793,0.03305076062679291,0.0282403 0.00438007 0.0166221 0.0212746,0.05494821444153786,0.037318967282772064,0.06144256889820099
"duplicate_0,8",0 8,2000,5.767158031463623,319.6280822753906,0.041154153645038605,0.06108181178569794,1,0.01958247646689415,0.03096390888094902,0.021571677178144455,0.0523469 0.0248144 0.0452116 0.0422437,0.028187 0.00970876 0.0138319 0.0266023,0.041154153645038605,0.06108181178569794,0.0523469 0.0248144 0.0452116 0.0422437,0.01607051119208336,0.03440243378281593,0.0324884 0.00247072 0.00905893 0.020264,0.057224664837121964,0.041154153645038605,0.06108181178569794
"duplicate_0,8",0 8,3000,5.666725158691406,289.0862731933594,0.047163065522909164,0.08422335982322693,1,0.01831917092204094,0.028751270845532417,0.028843894600868225,0.060923 0.0209959 0.0460937 0.0606397,0.0266386 0.00942326 0.0130782 0.0241366,0.047163065522909164,0.08422335982322693,0.060923 0.0209959 0.0460937 0.0606397,0.015972482040524483,0.04139230400323868,0.0353814 0.00195757 0.00661822 0.0199328,0.06313554756343365,0.047163065522909164,0.08422335982322693
"duplicate_0,8",0 8,4000,5.65164852142334,284.760498046875,0.0566084124147892,0.1489829421043396,1,0.016721390187740326,0.02663443423807621,0.039887022227048874,0.0700685 0.0209474 0.0458188 0.0895989,0.0245872 0.00902852 0.0123408 0.0209291,0.0566084124147892,0.1489829421043396,0.0700685 0.0209474 0.0458188 0.0895989,0.016225475817918777,0.04911766201257706,0.0392063 0.00202673 0.00696389 0.0167049,0.07283388823270798,0.0566084124147892,0.1489829421043396
"duplicate_0,8",0 8,5000,5.700343132019043,298.969970703125,0.06355217844247818,0.19503650069236755,1,0.01627183146774769,0.02491134963929653,0.04728034697473049,0.0781108 0.0198609 0.0449514 0.111286,0.0228833 0.00902115 0.0131094 0.0200735,0.06355217844247818,0.19503650069236755,0.0781108 0.0198609 0.0449514 0.111286,0.015364732593297958,0.050631288439035416,0.0402752 0.00162334 0.00574619 0.0138142,0.07891691103577614,0.06355217844247818,0.19503650069236755
"duplicate_0,8",0 8,6000,5.776659965515137,322.67962646484375,0.07149079442024231,0.23323853313922882,1,0.015078344382345676,0.023638268932700157,0.05641245003789663,0.0864987 0.020494 0.045933 0.133038,0.0216407 0.00824006 0.0117969 0.0186358,0.07149079442024231,0.23323853313922882,0.0864987 0.020494 0.045933 0.133038,0.014675675891339779,0.05170008912682533,0.0412479 0.00143062 0.00445271 0.0115715,0.08616647031158209,0.07149079442024231,0.23323853313922882
"duplicate_0,8",0 8,7000,5.890109062194824,361.4447021484375,0.07470817118883133,0.23140773177146912,1,0.015473690815269947,0.023260965943336487,0.05923448037356138,0.0918574 0.019263 0.0445455 0.143167,0.0206226 0.00891957 0.0124013 0.0199513,0.07470817118883133,0.23140773177146912,0.0918574 0.019263 0.0445455 0.143167,0.013901744969189167,0.052395179867744446,0.0410009 0.00118165 0.0037183 0.00970617,0.0886099161580205,0.07470817118883133,0.23140773177146912
"duplicate_0,8",0 8,8000,6.018472194671631,410.9502868652344,0.08074457943439484,0.2632671296596527,1,0.014986129477620125,0.023293491452932358,0.06575844995677471,0.0975604 0.02034 0.0503854 0.154693,0.0199438 0.00853681 0.0115357 0.0199282,0.08074457943439484,0.2632671296596527,0.0975604 0.02034 0.0503854 0.154693,0.013866269029676914,0.05664419010281563,0.0415624 0.000992216 0.00344977 0.00946072,0.09461084846407175,0.08074457943439484,0.2632671296596527
"duplicate_0,8",0 8,9000,6.124430179595947,456.8843078613281,0.0806557685136795,0.24473468959331512,1,0.014597326517105103,0.02345951832830906,0.0660584419965744,0.102859 0.0203053 0.0478521 0.151607,0.0192559 0.00779492 0.0114399 0.0198986,0.0806557685136795,0.24473468959331512,0.102859 0.0203053 0.0478521 0.151607,0.013746490702033043,0.058096401393413544,0.0421871 0.000871451 0.00329794 0.0086295,0.09440225921571255,0.0806557685136795,0.24473468959331512
"duplicate_0,8",0 8,10000,6.217719554901123,501.5581359863281,0.08840923011302948,0.2787139117717743,1,0.01400727778673172,0.022587070241570473,0.07440195232629776,0.107055 0.0200585 0.0547343 0.171789,0.0187553 0.00796735 0.0104852 0.0188213,0.08840923011302948,0.2787139117717743,0.107055 0.0200585 0.0547343 0.171789,0.013406185433268547,0.05881274864077568,0.0412355 0.000743726 0.00334032 0.00830523,0.10181541554629803,0.08840923011302948,0.2787139117717743
