model,source_path,count,control,metric,selected_value,control_value,selected_minus_control
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,bos_repeat_only,inserted_attention_mean,0.6676630449170867,0.6315121067066988,0.03615093821038795
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,bos_repeat_only,inserted_minus_bos_mean,0.663729725095133,0.5920336991548538,0.07169602594027913
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,ppl_ratio_vs_clean,2.3399743922836316,1.9638326553927559,0.3761417368908757
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,inserted_attention_mean,0.6676630449170867,0.631516458466649,0.03614658645043767
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,random_copy_bos,inserted_minus_bos_mean,0.663729725095133,0.5920380270108581,0.07169169808427489
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,ppl_ratio_vs_clean,2.3399743922836316,0.9933317409773721,1.3466426513062595
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,inserted_attention_mean,0.6676630449170867,0.0027292248190254518,0.6649338200980612
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,16,ordinary_repeat_only,inserted_minus_bos_mean,0.663729725095133,-0.6230570649107298,1.2867867900058627
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,ppl_ratio_vs_clean,4.558674906494366,3.7415985874137943,0.8170763190805714
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,inserted_attention_mean,0.6940897963941097,0.6712643519664804,0.02282544442762935
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,bos_repeat_only,inserted_minus_bos_mean,0.6918874656160673,0.6502792121221622,0.04160825349390507
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,ppl_ratio_vs_clean,4.558674906494366,3.7400894535011533,0.8185854529932124
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,inserted_attention_mean,0.6940897963941097,0.6712370940173665,0.022852702376743195
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,random_copy_bos,inserted_minus_bos_mean,0.6918874656160673,0.6502548201630513,0.04163264545301604
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,ppl_ratio_vs_clean,4.558674906494366,0.9936949132711916,3.564979993223174
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,inserted_attention_mean,0.6940897963941097,0.0030867845647056433,0.691003011829404
llama3_2_3b,outputs/sink_hijacking_attack/repeated_bos_prefix/llama3_2_3b_20260714/repeated_bos_prefix_metrics.csv,32,ordinary_repeat_only,inserted_minus_bos_mean,0.6918874656160673,-0.622347293732067,1.3142347593481343
