variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_pos0_attention_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos8_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions
"duplicate_0,8",0 8,0,10.849714279174805,51519.4296875,0.03478972613811493,0.03553192317485809,1,0.031168729066848755,0.03174411132931709,0.0036209970712661743,0.0347765 0.0350078 0.0347286 0.034646,0.0312982 0.0311476 0.0313152 0.0309139,0.03478972613811493,0.03553192317485809,0.0347765 0.0350078 0.0347286 0.034646,0.02185303345322609,0.022739367559552193,0.0218525 0.0220821 0.0217233 0.0217543,0.05664275959134102,0.03478972613811493,0.03553192317485809
"duplicate_0,8",0 8,1000,6.079556465148926,436.83538818359375,0.04131123051047325,0.07991058379411697,1,0.021603809669613838,0.033398471772670746,0.019707420840859413,0.0505511 0.035334 0.0303417 0.0490181,0.0274096 0.00990251 0.0205288 0.0285744,0.04131123051047325,0.07991058379411697,0.0505511 0.035334 0.0303417 0.0490181,0.01661980338394642,0.03659522160887718,0.0292193 0.00389863 0.0132065 0.0201548,0.05793103389441967,0.04131123051047325,0.07991058379411697
"duplicate_0,8",0 8,2000,5.758703708648682,316.9372253417969,0.04769836366176605,0.13447050750255585,1,0.018220148980617523,0.030247880145907402,0.02947821468114853,0.0584234 0.0266958 0.0338468 0.0718274,0.0263101 0.00906687 0.0131221 0.0243816,0.04769836366176605,0.13447050750255585,0.0584234 0.0266958 0.0338468 0.0718274,0.015651250258088112,0.038958415389060974,0.0334846 0.00194003 0.00761666 0.0195637,0.06334961391985416,0.04769836366176605,0.13447050750255585
"duplicate_0,8",0 8,3000,5.6613311767578125,287.5311584472656,0.04975781589746475,0.14125818014144897,1,0.017270704731345177,0.027624018490314484,0.032487111166119576,0.0658683 0.0226629 0.0329273 0.0775729,0.025206 0.00902926 0.0130519 0.0217956,0.04975781589746475,0.14125818014144897,0.0658683 0.0226629 0.0329273 0.0775729,0.015261704102158546,0.043012794107198715,0.0355334 0.00166791 0.00658991 0.0172556,0.0650195199996233,0.04975781589746475,0.14125818014144897
"duplicate_0,8",0 8,4000,5.656588077545166,286.17059326171875,0.052264709025621414,0.12856706976890564,1,0.016664031893014908,0.02656848169863224,0.035600677132606506,0.0726386 0.0209612 0.0386792 0.0767798,0.0237096 0.0089775 0.0123593 0.0216097,0.052264709025621414,0.12856706976890564,0.0726386 0.0209612 0.0386792 0.0767798,0.014860684983432293,0.04498691111803055,0.0359713 0.00167708 0.00532239 0.016472,0.06712539400905371,0.052264709025621414,0.12856706976890564
"duplicate_0,8",0 8,5000,5.726746082305908,306.9687805175781,0.05794995278120041,0.14439132809638977,1,0.015426002442836761,0.024416066706180573,0.04252395033836365,0.0809475 0.0202425 0.0359374 0.0946723,0.0223648 0.00871354 0.0120835 0.0185422,0.05794995278120041,0.14439132809638977,0.0809475 0.0202425 0.0359374 0.0946723,0.013813741505146027,0.045621346682310104,0.0368162 0.00162884 0.00486007 0.0119498,0.07176369428634644,0.05794995278120041,0.14439132809638977
"duplicate_0,8",0 8,6000,5.791047096252441,327.3556213378906,0.06505779176950455,0.1829896718263626,1,0.015083110891282558,0.024112099781632423,0.04997468087822199,0.0842728 0.0208004 0.0403656 0.114792,0.0214254 0.00892288 0.0122054 0.0177788,0.06505779176950455,0.1829896718263626,0.0842728 0.0208004 0.0403656 0.114792,0.013350112363696098,0.04447731375694275,0.0359582 0.0017697 0.00461324 0.0110593,0.07840790413320065,0.06505779176950455,0.1829896718263626
"duplicate_0,8",0 8,7000,5.890996932983398,361.7657470703125,0.06658442318439484,0.19167828559875488,1,0.014414865523576736,0.023801445960998535,0.0521695576608181,0.08596 0.0205091 0.0406768 0.119192,0.0208352 0.00856071 0.0105496 0.0177139,0.06658442318439484,0.19167828559875488,0.08596 0.0205091 0.0406768 0.119192,0.012711655348539352,0.046644967049360275,0.03513 0.00151194 0.0041509 0.0100538,0.07929607853293419,0.06658442318439484,0.19167828559875488
"duplicate_0,8",0 8,8000,5.988402843475342,398.7772216796875,0.07022334635257721,0.22222888469696045,1,0.014147806912660599,0.02372031658887863,0.05607553943991661,0.0898437 0.020673 0.0418148 0.128562,0.0203689 0.00856915 0.010986 0.0166672,0.07022334635257721,0.22222888469696045,0.0898437 0.020673 0.0418148 0.128562,0.012499384582042694,0.046033214777708054,0.0343238 0.00144488 0.00412828 0.0101005,0.0827227309346199,0.07022334635257721,0.22222888469696045
"duplicate_0,8",0 8,9000,6.09957218170166,445.6670837402344,0.0714762806892395,0.2284829467535019,1,0.0143258823081851,0.023469995707273483,0.0571503983810544,0.094451 0.020512 0.0412519 0.12969,0.0192936 0.00823154 0.0115778 0.0182006,0.0714762806892395,0.2284829467535019,0.094451 0.020512 0.0412519 0.12969,0.012424166314303875,0.04907657951116562,0.0344459 0.00112097 0.00448773 0.00964206,0.08390044700354338,0.0714762806892395,0.2284829467535019
