variant,bos_positions,seeds,n_seeds,loss_mean,loss_std,ppl_mean,ppl_std,pos0_attention_mean_mean,pos0_attention_mean_std,control_attention_mean_mean,control_attention_mean_std,pos0_minus_control_attention_mean,pos0_minus_control_attention_std,bos_attention_sum_mean_mean,bos_attention_sum_mean_std,bos_attention_max_position_mean_mean,bos_attention_max_position_mean_std,bos_attention_max_head_over_positions_mean,bos_attention_max_head_over_positions_std
no_bos,none,1 2,2,6.263826131820679,0.01906015359577863,525.2723693847656,10.011145647239692,0.02530516032129526,0.0002728125991439692,0.016712135635316372,0.00047063673516394613,0.00859302468597889,0.00019782413601997692,0.0,0.0,nan,0.0,nan,0.0
single_8,8,1,1,6.238234519958496,0.0,511.953857421875,0.0,0.02186618745326996,0.0,0.01851118914783001,0.0,0.003354998305439949,0.0,0.013763859868049622,0.0,0.013763859868049622,0.0,0.09165192395448685,0.0
single_32,32,1,1,6.169989585876465,0.0,478.1811218261719,0.0,0.02216838113963604,0.0,0.017810845747590065,0.0,0.004357535392045975,0.0,0.005408205557614565,0.0,0.005408205557614565,0.0,0.022065505385398865,0.0
"duplicate_0,8",0 8,1,1,6.23457670211792,0.0,510.0846862792969,0.0,0.07514436542987823,0.0,0.013373187743127346,0.0,0.06177117768675089,0.0,0.08648403827100992,0.0,0.07514436542987823,0.0,0.2593088150024414,0.0
"duplicate_0,32",0 32,1,1,6.26096248626709,0.0,523.7227783203125,0.0,0.06228896975517273,0.0,0.012948599644005299,0.0,0.04934037011116743,0.0,0.06995878927409649,0.0,0.06228896975517273,0.0,0.16387233138084412,0.0
