model,source_csv,delta,head_kind,ordinary_target,sequence_level_units,site_pairs_used,site_pairs_available,site_pairs_skipped,sink_delta_nll,ordinary_delta_nll,paired_delta_nll,paired_delta_nll_ci_low,paired_delta_nll_ci_high,fraction_positive_delta_nll,sink_kl,ordinary_kl,paired_kl,paired_kl_ci_low,paired_kl_ci_high,fraction_positive_kl,sink_logit_l2,ordinary_logit_l2,paired_logit_l2,paired_logit_l2_ci_low,paired_logit_l2_ci_high,fraction_positive_logit_l2
pythia_1b,outputs/causal_noop_full_wikitext_20260714/pythia_1b/wikitext_test/site_results.csv,0.05,sink_heavy,random,273,273,320,47,-0.0016238686461052807,-0.00015743614593179616,0.0014664325001734844,-0.002714208057943404,0.005519244201300532,0.5384615384615384,0.00037323368896910995,0.0005383140740454441,0.00016508038507633406,9.32170136176119e-05,0.00023969599190280574,0.6483516483516484,5.487023923859928,7.428281583192148,1.9412576593322195,1.6621180581740846,2.233344824410183,0.8717948717948718
llama3_2_3b,outputs/causal_noop_full_wikitext_20260714/llama3_2_3b/wikitext_test/site_results.csv,0.05,sink_heavy,random,258,258,1133,875,0.0007942072414491207,0.0012550309306683376,0.000460823689219217,-0.0033568150935109793,0.004264602892485421,0.5038759689922481,0.00042690564132696467,0.00035436144561849456,-7.254419570847008e-05,-0.0001463551982708899,3.791851586236925e-07,0.5348837209302325,8.39064382305441,9.61987376582715,1.2292299427727396,0.733044004902359,1.699996168992316,0.7248062015503876
mistral_7b_v0_1,outputs/causal_noop_mistral_wikitext_fixed_20260714/mistral_7b_v0_1/wikitext_test/site_results.csv,0.05,sink_heavy,random,187,187,256,69,-0.0014643135321367642,-4.2016233563380203e-05,0.001422297298573384,-0.0011486093198323397,0.0038897397337621883,0.48663101604278075,0.0001951516331907842,0.00019387917290325757,-1.272460287526625e-06,-3.4427026753565584e-05,2.928180717410267e-05,0.5133689839572193,3.5725936366912516,3.6370827718214556,0.06448913513020398,-9.776669390060897e-05,0.13500173885554553,0.5561497326203209
