variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos8_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions
single_8,8,0,10.848960876464844,51480.6328125,0.03494735062122345,0.03549080342054367,1,0.031242303550243378,0.03159710019826889,0.003705047070980072,0.0349432 0.0348214 0.0350311 0.0349937,0.031267 0.0311254 0.0312948 0.0312819,0.02191711589694023,0.022374683991074562,0.0218318 0.0220622 0.021808 0.0219664,0.02191711589694023,0.02191711589694023,0.022374683991074562
single_8,8,1000,6.072685241699219,433.8440856933594,0.02757429890334606,0.037434086203575134,1,0.025032276287674904,0.03092465177178383,0.002542022615671158,0.0328386 0.0168044 0.0287917 0.0318625,0.0295639 0.0140377 0.0264097 0.0301178,0.01618897169828415,0.028180057182908058,0.0231131 0.00407141 0.0167563 0.020815,0.01618897169828415,0.01618897169828415,0.028180057182908058
single_8,8,2000,5.7671661376953125,319.6306457519531,0.02295972779393196,0.03385305404663086,1,0.020925018936395645,0.029887354001402855,0.002034708857536316,0.0328195 0.0134572 0.0207945 0.0247677,0.028808 0.0111375 0.0188371 0.0249175,0.013924427330493927,0.044897377490997314,0.0264241 0.00283471 0.00975258 0.0166863,0.013924427330493927,0.013924427330493927,0.044897377490997314
single_8,8,3000,5.665402412414551,288.70416259765625,0.02131253480911255,0.0352812185883522,1,0.01919524557888508,0.029886184260249138,0.0021172892302274704,0.0328496 0.012491 0.0181292 0.0217803,0.0280479 0.0106287 0.0162976 0.0218067,0.012935105711221695,0.05236198008060455,0.028473 0.00198983 0.00708484 0.0141927,0.012935105711221695,0.012935105711221695,0.05236198008060455
single_8,8,4000,5.667934417724609,289.43603515625,0.020762061700224876,0.0362200066447258,1,0.01847020909190178,0.029621588066220284,0.0022918526083230972,0.0322507 0.0126119 0.0173429 0.0208427,0.0273157 0.0102428 0.015642 0.0206802,0.013353712856769562,0.06204637512564659,0.0318721 0.00200731 0.00664286 0.0128925,0.013353712856769562,0.013353712856769562,0.06204637512564659
single_8,8,5000,5.713752269744873,303.0058898925781,0.021190717816352844,0.03667512908577919,1,0.018701869994401932,0.029075942933559418,0.0024888478219509125,0.0317247 0.0129667 0.0181467 0.0219248,0.026405 0.0110186 0.0165228 0.020861,0.013825871981680393,0.06624706089496613,0.033992 0.00237079 0.00672534 0.0122154,0.013825871981680393,0.013825871981680393,0.06624706089496613
single_8,8,6000,5.784588813781738,325.248291015625,0.021049102768301964,0.03782552480697632,1,0.01877574622631073,0.02879253774881363,0.002273356541991234,0.0312326 0.013141 0.0178553 0.0219675,0.025862 0.0109429 0.0167205 0.0215776,0.013944996520876884,0.07373284548521042,0.0371983 0.00204334 0.00592545 0.0106128,0.013944996520876884,0.013944996520876884,0.07373284548521042
single_8,8,7000,5.883445739746094,359.0442810058594,0.020747922360897064,0.03857283666729927,1,0.018499327823519707,0.02823111228644848,0.0022485945373773575,0.0310235 0.0123294 0.017501 0.0221378,0.0252207 0.0107565 0.0165655 0.0214546,0.014056889340281487,0.07913754880428314,0.0382369 0.00199641 0.00543748 0.0105567,0.014056889340281487,0.014056889340281487,0.07913754880428314
single_8,8,8000,6.0122480392456055,408.400390625,0.021156631410121918,0.03920650854706764,1,0.018610162660479546,0.028079254552721977,0.002546468749642372,0.0314174 0.0127236 0.0178357 0.0226499,0.0249959 0.0110471 0.016803 0.0215946,0.014132283627986908,0.08308518677949905,0.0404097 0.0019383 0.00472664 0.00945447,0.014132283627986908,0.014132283627986908,0.08308518677949905
single_8,8,9000,6.103842735290527,447.57440185546875,0.021352093666791916,0.04014990106225014,1,0.018208198249340057,0.02829730324447155,0.0031438954174518585,0.0320807 0.012896 0.017787 0.0226447,0.0246655 0.0105332 0.0165686 0.0210655,0.014192854054272175,0.08676233142614365,0.0403923 0.00159819 0.00467999 0.0101009,0.014192854054272175,0.014192854054272175,0.08676233142614365
single_8,8,10000,6.238234519958496,511.953857421875,0.02186618745326996,0.040608830749988556,1,0.01851118914783001,0.02853449247777462,0.003354998305439949,0.0322264 0.0131992 0.0184094 0.0236298,0.0251047 0.0106611 0.016543 0.021736,0.013763859868049622,0.09165192395448685,0.0407338 0.00138246 0.00415252 0.00878669,0.013763859868049622,0.013763859868049622,0.09165192395448685
