variant,bos_positions,seeds,n_seeds,loss_mean,loss_std,ppl_mean,ppl_std,pos0_attention_mean_mean,pos0_attention_mean_std,control_attention_mean_mean,control_attention_mean_std,pos0_minus_control_attention_mean,pos0_minus_control_attention_std,bos_attention_sum_mean_mean,bos_attention_sum_mean_std,bos_attention_max_position_mean_mean,bos_attention_max_position_mean_std,bos_attention_max_head_over_positions_mean,bos_attention_max_head_over_positions_std
single_8,8,2,1,6.246836185455322,0.0,516.3765258789062,0.0,0.02256804145872593,0.0,0.018227290362119675,0.0,0.004340751096606255,0.0,0.01633792370557785,0.0,0.01633792370557785,0.0,0.10529100894927979,0.0
single_32,32,2,1,6.24657678604126,0.0,516.2426147460938,0.0,0.02278238534927368,0.0,0.01919190213084221,0.0,0.0035904832184314728,0.0,0.005262446589767933,0.0,0.005262446589767933,0.0,0.014402991160750389,0.0
"duplicate_0,8",0 8,2,1,6.2833685874938965,0.0,535.58984375,0.0,0.08108850568532944,0.0,0.013903511688113213,0.0,0.06718499399721622,0.0,0.09443788975477219,0.0,0.08108850568532944,0.0,0.24484457075595856,0.0
"duplicate_0,32",0 32,2,1,6.234967231750488,0.0,510.2839050292969,0.0,0.0643705353140831,0.0,0.013590586371719837,0.0,0.05077994894236326,0.0,0.07023639930412173,0.0,0.0643705353140831,0.0,0.17399001121520996,0.0
