variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_pos0_attention_by_layer,bos_pos8_attention_mean,bos_pos8_attention_max_head,bos_pos8_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions
"duplicate_0,8",0 8,0,10.847275733947754,51393.953125,0.034993670880794525,0.03595781326293945,1,0.03129741549491882,0.031821612268686295,0.003696255385875702,0.0348816 0.03472 0.0351364 0.0352367,0.0311283 0.0312019 0.0315661 0.0312932,0.034993670880794525,0.03595781326293945,0.0348816 0.03472 0.0351364 0.0352367,0.021857943385839462,0.02229975163936615,0.0218178 0.0218782 0.0219705 0.0217652,0.05685161426663399,0.034993670880794525,0.03595781326293945
"duplicate_0,8",0 8,1000,6.061971187591553,429.220703125,0.041059862822294235,0.08040604740381241,1,0.024144858121871948,0.033636461943387985,0.016915004700422287,0.0552681 0.0303154 0.0401159 0.0385401,0.027767 0.0116725 0.0262716 0.0308682,0.041059862822294235,0.08040604740381241,0.0552681 0.0303154 0.0401159 0.0385401,0.020423773676156998,0.06313224881887436,0.0359955 0.00563136 0.0190204 0.0210479,0.06148363649845123,0.041059862822294235,0.08040604740381241
"duplicate_0,8",0 8,2000,5.780672073364258,323.97686767578125,0.04787370190024376,0.08052043616771698,1,0.02018049731850624,0.03040466271340847,0.02769320458173752,0.0615171 0.0277638 0.0532464 0.0489676,0.0273274 0.00967186 0.0165038 0.0272189,0.04787370190024376,0.08052043616771698,0.0615171 0.0277638 0.0532464 0.0489676,0.018245503306388855,0.04903852194547653,0.0367703 0.00301735 0.0123868 0.0208075,0.06611920520663261,0.04787370190024376,0.08052043616771698
"duplicate_0,8",0 8,3000,5.686270713806152,294.7922058105469,0.05481643229722977,0.10356930643320084,1,0.018303852528333664,0.028981436043977737,0.0365125797688961,0.0672581 0.0252524 0.0537879 0.0729673,0.0264486 0.00973494 0.0137226 0.0233093,0.05481643229722977,0.10356930643320084,0.0672581 0.0252524 0.0537879 0.0729673,0.016331160441040993,0.05892724171280861,0.0374455 0.00243554 0.00738956 0.0180541,0.07114759273827076,0.05481643229722977,0.10356930643320084
"duplicate_0,8",0 8,4000,5.695725917816162,297.5927429199219,0.060852985829114914,0.1528773307800293,1,0.016948828473687172,0.027265598997473717,0.04390415735542774,0.0736218 0.0246839 0.0518829 0.0932234,0.024549 0.00967529 0.012884 0.0206871,0.060852985829114914,0.1528773307800293,0.0736218 0.0246839 0.0518829 0.0932234,0.016032055020332336,0.06680120527744293,0.0396564 0.00216462 0.00678938 0.0155178,0.07688504084944725,0.060852985829114914,0.1528773307800293
"duplicate_0,8",0 8,5000,5.743428707122803,312.1328125,0.06578341126441956,0.17233970761299133,1,0.015600752085447311,0.02626960538327694,0.050182659178972244,0.080016 0.024767 0.0524944 0.105856,0.0228226 0.00933215 0.0119811 0.0182672,0.06578341126441956,0.17233970761299133,0.080016 0.024767 0.0524944 0.105856,0.015679091215133667,0.06949284672737122,0.0411281 0.00223035 0.00648613 0.0128718,0.08146250247955322,0.06578341126441956,0.17233970761299133
"duplicate_0,8",0 8,6000,5.808310031890869,333.0558166503906,0.07254521548748016,0.2192138284444809,1,0.015298540703952312,0.025734126567840576,0.05724667478352785,0.0848973 0.0224331 0.0549735 0.127877,0.0215435 0.00935376 0.0127331 0.0175639,0.07254521548748016,0.2192138284444809,0.0848973 0.0224331 0.0549735 0.127877,0.014707920141518116,0.06771866977214813,0.0417908 0.00174486 0.00515696 0.0101391,0.08725313562899828,0.07254521548748016,0.2192138284444809
"duplicate_0,8",0 8,7000,5.933969497680664,377.650634765625,0.07630912959575653,0.24224910140037537,1,0.014918786473572254,0.025551650673151016,0.06139034312218428,0.0908204 0.0222789 0.0555198 0.136617,0.0205312 0.00909446 0.0119583 0.0180912,0.07630912959575653,0.24224910140037537,0.0908204 0.0222789 0.0555198 0.136617,0.014680317603051662,0.06841740757226944,0.0434689 0.00158444 0.00473129 0.00893667,0.0909894471988082,0.07630912959575653,0.24224910140037537
"duplicate_0,8",0 8,8000,6.020762920379639,411.8927307128906,0.07831583172082901,0.23996810615062714,1,0.014483461156487465,0.025511177256703377,0.06383237056434155,0.0939964 0.0235998 0.0602828 0.135384,0.0198185 0.00924273 0.0116205 0.0172521,0.07831583172082901,0.23996810615062714,0.0939964 0.0235998 0.0602828 0.135384,0.014005572535097599,0.0670652911067009,0.0431051 0.00145051 0.00407278 0.00739394,0.09232140425592661,0.07831583172082901,0.23996810615062714
"duplicate_0,8",0 8,9000,6.1291584968566895,459.0497131347656,0.07985396683216095,0.23168498277664185,1,0.014092125929892063,0.025270551443099976,0.06576184090226889,0.0995262 0.0223263 0.0577083 0.139855,0.0189081 0.00907879 0.0110859 0.0172957,0.07985396683216095,0.23168498277664185,0.0995262 0.0223263 0.0577083 0.139855,0.013911048881709576,0.0663493350148201,0.0438696 0.0013735 0.00381446 0.00658667,0.09376501571387053,0.07985396683216095,0.23168498277664185
"duplicate_0,8",0 8,10000,6.2833685874938965,535.58984375,0.08108850568532944,0.24484457075595856,1,0.013903511688113213,0.025220312178134918,0.06718499399721622,0.104165 0.022154 0.0594569 0.138578,0.017989 0.00948505 0.0114199 0.01672,0.08108850568532944,0.24484457075595856,0.104165 0.022154 0.0594569 0.138578,0.013349384069442749,0.06428948044776917,0.0428203 0.00119009 0.00370384 0.00568329,0.09443788975477219,0.08108850568532944,0.24484457075595856
