variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_pos0_attention_mean,bos_pos0_attention_max_head,bos_pos0_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions,seed
single_0,0,10000,6.30152702331543,545.4041748046875,0.08324120193719864,0.23247848451137543,1,0.013843405991792679,0.028261959552764893,0.06939779594540596,0.124447 0.0224031 0.0532796 0.132835,0.0203933 0.00912892 0.00930956 0.0165419,0.08324120193719864,0.23247848451137543,0.124447 0.0224031 0.0532796 0.132835,0.08324120193719864,0.08324120193719864,0.23247848451137543,2
