model_key,condition,candidate_group,example_idx,mode,scale,clean_nll,intervened_nll,delta_nll,output_kl,bos_attention,dummy_attention,dummy_minus_bos,tokens
pythia_1b,dummy_only,selected,0,blank_dummy,0.0,2.879164948374878,2.8801753994073804,0.001010451032502413,0.010831428691744804,0.32828062772750854,0.002532589714974165,-0.3257480263710022,1023
pythia_1b,dummy_only,selected,1,blank_dummy,0.0,2.8825127535434993,2.8778342268450636,-0.004678526698435714,0.01815349981188774,0.39167654514312744,0.002946536522358656,-0.3887300193309784,1023
pythia_1b,dummy_only,selected,2,blank_dummy,0.0,2.980966100012219,2.975009593795821,-0.005956506216397983,0.011542635038495064,0.4042689800262451,0.00250790873542428,-0.40176108479499817,1023
pythia_1b,dummy_only,selected,3,blank_dummy,0.0,2.9535128089106792,2.951422936522483,-0.0020898723881961345,0.01297178864479065,0.38287079334259033,0.002536320360377431,-0.3803344666957855,1023
pythia_1b,dummy_only,selected,4,blank_dummy,0.0,2.671948504704301,2.672653481641007,0.0007049769367060144,0.008493018336594105,0.34324660897254944,0.0026899129152297974,-0.34055668115615845,1023
pythia_1b,dummy_only,selected,5,blank_dummy,0.0,2.0806542300525415,2.0753640392076003,-0.0052901908449412005,0.019748298451304436,0.3658336102962494,0.0032856406178325415,-0.36254796385765076,1023
pythia_1b,dummy_only,selected,6,blank_dummy,0.0,2.3014525770558407,2.29229288856305,-0.009159688492790696,0.015338285826146603,0.3427738845348358,0.00280395126901567,-0.3399699330329895,1023
pythia_1b,dummy_only,selected,7,blank_dummy,0.0,2.6428769168499513,2.6287661614888806,-0.014110755361070648,0.016453109681606293,0.31673967838287354,0.00304891518317163,-0.31369075179100037,1023
pythia_1b,dummy_only,selected,8,blank_dummy,0.0,2.765876061522483,2.7510677274254642,-0.014808334097018871,0.012474696151912212,0.3457789421081543,0.0030325702391564846,-0.342746376991272,1023
pythia_1b,dummy_only,selected,9,blank_dummy,0.0,2.7262696744409824,2.7251413294996336,-0.0011283449413488356,0.013033118098974228,0.35532546043395996,0.0027277832850813866,-0.3525976836681366,1023
pythia_1b,dummy_only,selected,10,blank_dummy,0.0,2.7722294454117793,2.7675735906188903,-0.0046558547928889915,0.013026307336986065,0.35033559799194336,0.003289454150944948,-0.3470461368560791,1023
pythia_1b,dummy_only,selected,11,blank_dummy,0.0,2.6107787489308407,2.6081982087762707,-0.002580540154569988,0.008619987405836582,0.32984137535095215,0.002525787800550461,-0.3273155987262726,1023
pythia_1b,dummy_only,selected,12,blank_dummy,0.0,2.6679711365163734,2.6604712701612905,-0.007499866355082929,0.009661069139838219,0.32661229372024536,0.0032550045289099216,-0.3233572840690613,1023
pythia_1b,dummy_only,selected,13,blank_dummy,0.0,2.638920072702835,2.644351545317082,0.005431472614247035,0.008807877078652382,0.3041185736656189,0.0032737241126596928,-0.30084484815597534,1023
pythia_1b,dummy_only,selected,14,blank_dummy,0.0,2.8488165742607525,2.841577792796921,-0.007238781463831501,0.009172323159873486,0.3248770534992218,0.0031209730077534914,-0.3217560946941376,1023
pythia_1b,dummy_only,selected,15,blank_dummy,0.0,2.958114012478617,2.9552048490194283,-0.0029091634591886795,0.009794531390070915,0.32846179604530334,0.0032413932494819164,-0.32522040605545044,1023
pythia_1b,dummy_only,selected,16,blank_dummy,0.0,2.9282746823069403,2.935838507300831,0.007563824993890744,0.00945159699767828,0.33147314190864563,0.003123339731246233,-0.3283497989177704,1023
pythia_1b,dummy_only,selected,17,blank_dummy,0.0,2.8656839946847508,2.8682714557368034,0.002587461052052653,0.011989247053861618,0.3299332857131958,0.0032552783377468586,-0.32667800784111023,1023
pythia_1b,dummy_only,selected,18,blank_dummy,0.0,2.9377131159121457,2.920194653821481,-0.017518462090664766,0.015064339153468609,0.36720383167266846,0.0028870990499854088,-0.3643167316913605,1023
pythia_1b,dummy_only,selected,19,blank_dummy,0.0,2.7864163306451615,2.780882715130132,-0.0055336155150294,0.010343990288674831,0.35424724221229553,0.0029792641289532185,-0.3512679636478424,1023
pythia_1b,dummy_only,selected,20,blank_dummy,0.0,2.4885683479197214,2.4842136714931575,-0.004354676426563842,0.012672939337790012,0.3342894911766052,0.003030902473255992,-0.3312585949897766,1023
pythia_1b,dummy_only,selected,21,blank_dummy,0.0,2.551869024163001,2.558230044904692,0.0063610207416910924,0.018995026126503944,0.31893205642700195,0.003331526881083846,-0.31560054421424866,1023
pythia_1b,dummy_only,selected,22,blank_dummy,0.0,2.6285365786137587,2.611347694434262,-0.01718888417949671,0.015516741201281548,0.35265645384788513,0.0032070414163172245,-0.34944942593574524,1023
pythia_1b,dummy_only,selected,23,blank_dummy,0.0,2.9302846063966275,2.930409421202957,0.0001248148063295318,0.011593752540647984,0.35608887672424316,0.0032623503357172012,-0.3528265357017517,1023
pythia_1b,dummy_only,selected,24,blank_dummy,0.0,2.6090416036626345,2.5938674166055717,-0.015174187057062749,0.01380733959376812,0.3447454571723938,0.002999720396474004,-0.3417457342147827,1023
pythia_1b,dummy_only,selected,25,blank_dummy,0.0,2.688177293346774,2.692469681695992,0.004292388349218079,0.013774274848401546,0.35498350858688354,0.0029317326843738556,-0.3520517647266388,1023
pythia_1b,dummy_only,selected,26,blank_dummy,0.0,2.9095789516892716,2.9088128799334068,-0.00076607175586485,0.012317323125898838,0.34972450137138367,0.003291846252977848,-0.3464326560497284,1023
pythia_1b,dummy_only,selected,27,blank_dummy,0.0,2.765876538825758,2.7699183429557674,0.004041804130009652,0.01060156524181366,0.33820605278015137,0.0029637792613357306,-0.33524227142333984,1023
pythia_1b,dummy_only,selected,28,blank_dummy,0.0,2.55807134156586,2.5573615915964076,-0.000709749969452389,0.011916249059140682,0.35026413202285767,0.0030048831831663847,-0.3472592532634735,1023
pythia_1b,dummy_only,selected,29,blank_dummy,0.0,2.9601234592650294,2.9575541357374147,-0.002569323527614742,0.010540643706917763,0.35662782192230225,0.0027419361285865307,-0.3538858890533447,1023
pythia_1b,dummy_only,selected,30,blank_dummy,0.0,2.591673969406769,2.5955790261485827,0.0039050567418135174,0.011094994843006134,0.33790647983551025,0.0028758253902196884,-0.3350306451320648,1023
pythia_1b,dummy_only,selected,31,blank_dummy,0.0,2.5803597339320627,2.576716000733138,-0.00364373319892497,0.014727679081261158,0.3661598265171051,0.002798296744003892,-0.36336153745651245,1023
pythia_1b,dummy_only,selected,32,blank_dummy,0.0,2.53336827193304,2.527911740896872,-0.005456531036168055,0.01362811028957367,0.34011486172676086,0.003070710226893425,-0.3370441496372223,1023
pythia_1b,dummy_only,selected,33,blank_dummy,0.0,2.5311292422715055,2.524790416132087,-0.006338826139418607,0.010444311425089836,0.3760012984275818,0.002920038066804409,-0.3730812668800354,1023
