variant,bos_positions,step,loss,ppl,pos0_attention_mean,pos0_attention_max_head,control_position,control_attention_mean,control_attention_max_head,pos0_minus_control_attention,pos0_attention_by_layer,control_attention_by_layer,bos_attention_sum_mean,bos_attention_max_position_mean,bos_attention_max_head_over_positions
no_bos,none,0,10.853014945983887,51689.76171875,0.03483232110738754,0.03522730991244316,1,0.031223107129335403,0.031725186854600906,0.0036092139780521393,0.0349183 0.0348983 0.0348063 0.0347063,0.0312535 0.0313115 0.031209 0.0311183,0.0,nan,nan
no_bos,none,1000,6.101574420928955,446.560302734375,0.026716090738773346,0.035862989723682404,1,0.02371896617114544,0.032439690083265305,0.002997124567627907,0.0344783 0.0153209 0.0251108 0.0319544,0.030956 0.0114792 0.022216 0.0302246,0.0,nan,nan
no_bos,none,2000,5.803075790405273,331.31707763671875,0.02353040687739849,0.03738866001367569,1,0.020418057218194008,0.031100763007998466,0.003112349659204483,0.0351106 0.0133066 0.0182633 0.0274411,0.0293053 0.00986558 0.0159364 0.026565,0.0,nan,nan
no_bos,none,3000,5.710381984710693,301.98638916015625,0.02259758673608303,0.04082563519477844,1,0.018852269276976585,0.03123762644827366,0.0037453174591064453,0.0360939 0.0133924 0.0163269 0.0245772,0.0282458 0.00918015 0.0142421 0.023741,0.0,nan,nan
no_bos,none,4000,5.698419570922852,298.39544677734375,0.022586403414607048,0.04560638219118118,1,0.017947399988770485,0.031494610011577606,0.004639003425836563,0.0375255 0.0129668 0.0159021 0.0239512,0.0272987 0.00899094 0.0135356 0.0219643,0.0,nan,nan
no_bos,none,5000,5.737738609313965,310.36175537109375,0.023051593452692032,0.050445616245269775,1,0.017636578530073166,0.032045722007751465,0.005415014922618866,0.0387869 0.0134216 0.0158189 0.024179,0.0269923 0.0090668 0.0131599 0.0213273,0.0,nan,nan
no_bos,none,6000,5.79711389541626,329.34765625,0.02382752113044262,0.05505921319127083,1,0.017402660101652145,0.03297214210033417,0.006424861028790474,0.0397952 0.0138964 0.0170631 0.0245554,0.0263557 0.00872956 0.0132319 0.0212935,0.0,nan,nan
no_bos,none,7000,5.907780170440674,367.8886413574219,0.02462458424270153,0.05821370705962181,1,0.01719411462545395,0.03379467874765396,0.0074304696172475815,0.0407799 0.013556 0.0181008 0.0260616,0.0258913 0.0090439 0.0134754 0.0203658,0.0,nan,nan
no_bos,none,8000,6.0118021965026855,408.2183532714844,0.024987660348415375,0.061042189598083496,1,0.017250852659344673,0.034796908497810364,0.007736807689070702,0.0410942 0.0132546 0.0181491 0.0274528,0.0259597 0.0089191 0.0134188 0.0207058,0.0,nan,nan
no_bos,none,9000,6.160783290863037,473.799072265625,0.025399858132004738,0.06163977086544037,1,0.01701420731842518,0.03586666285991669,0.00838565081357956,0.0412377 0.0140973 0.0188162 0.0274482,0.0257816 0.00885779 0.0131994 0.0202181,0.0,nan,nan
no_bos,none,10000,6.2503485679626465,518.1934204101562,0.02549806796014309,0.06160977855324745,1,0.017044926062226295,0.03647688403725624,0.008453141897916794,0.0405479 0.0139995 0.0193858 0.0280591,0.0256567 0.00891632 0.0135007 0.020106,0.0,nan,nan
